Medidor,fecha_inicio,demanda_uni
J185DD,2021-01-10,3.323
J185DD,2021-01-11,3.236
J185DD,2021-01-12,3.065
J185DD,2022-01-01,3.752
J185DD,2022-01-02,4.048
J185DD,2022-01-03,3.285
J185DD,2022-01-04,3.246
J185DD,2022-01-05,3.129
J185DD,2022-01-06,4.129
J185DD,2022-01-07,3.521
J185DD,2022-01-08,3.885
J185DD,30/11/2017,1.909
M313HB,2019-01-12,2.201
M313HB,2020-01-01,1.397
M313HB,2020-01-02,1.436
M313HB,2020-01-03,1.489
M313HB,2020-01-04,1.111
M313HB,2020-01-05,1.234
M313HB,2020-01-06,0.993
M313HB,2020-01-07,0.875
M313HB,2020-01-08,0.897
M313HB,2020-01-09,1.394
M313HB,2020-01-10,1.011
M313HB,2020-01-11,0.524
M313HB,2020-01-12,0.649
M313HB,2021-01-01,0.031
M313HB,2021-01-02,0.03
M313HB,2021-01-03,0.108
M313HB,2021-01-04,0.13
M313HB,2021-01-05,0.102
M313HB,2021-01-06,0.028
M313HB,2021-01-07,0.028
M313HB,2021-01-08,0.027
M313HB,2021-01-09,0.028
M313HB,2021-01-10,0.028
M313HB,2021-01-11,0.007
M313HB,2021-01-12,0.008
M313HB,2022-01-01,0.038
M313HB,2022-01-02,0.038
M313HB,2022-01-03,0.038
M313HB,2022-01-04,0.036
M313HB,2022-01-05,0.035
M313HB,2022-01-06,0.034
M313HB,2022-01-07,0.014
M313HB,2022-01-08,0.014
M581MD,2018-01-08,1.299
M581MD,2018-01-09,1.109
M581MD,2018-01-10,1.125
M581MD,2018-01-11,1.233
M581MD,2018-01-12,1.079
M581MD,2018-05-07,1.587
M581MD,2019-01-01,1.64
M581MD,2019-01-02,1.343
M581MD,2019-01-03,1.145
M581MD,2019-01-04,1.056
M581MD,2019-01-05,1.231
M581MD,2019-01-06,1.133
M581MD,2019-01-07,1.586
M581MD,2019-01-08,1.617
M581MD,2019-01-09,1.253
M581MD,2019-01-10,1.504
M581MD,2019-01-11,1.518
M581MD,2019-01-12,1.239
M581MD,2020-01-01,0.916
M581MD,2020-01-02,1.039
M581MD,2020-01-03,1.339
M581MD,2020-01-04,1.43
M581MD,2020-01-05,1.15
M581MD,2020-01-06,1.187
M581MD,2020-01-07,1.561
M581MD,2020-01-08,1.35
M581MD,2020-01-09,1.179
M581MD,2020-01-10,1.245
M581MD,2020-01-11,0.912
M581MD,2020-01-12,1.143
M581MD,2021-01-01,1.026
M581MD,2021-01-02,1.296
M581MD,2021-01-03,0.99
M581MD,2021-01-04,1.255
M581MD,2021-01-05,1.213
M581MD,2021-01-06,1.107
M581MD,2021-01-07,1.622
M581MD,2021-01-08,1.571
M581MD,2021-01-09,1.38
M581MD,2021-01-10,1.429
M581MD,2021-01-11,1.073
M581MD,2021-01-12,0.981
M581MD,2022-01-01,1.429
M581MD,2022-01-02,2.214
M581MD,2022-01-03,1.525
M581MD,2022-01-04,2.239
M581MD,2022-01-05,2.406
M581MD,2022-01-06,2.328
M581MD,2022-01-07,2.248
M581MD,2022-01-08,3.212
M974HA,2020-01-01,1.532
M974HA,2020-01-02,1.447
M974HA,2020-01-03,0.73
M974HA,2020-01-04,0.648
M974HA,2020-01-05,0.518
M974HA,2020-01-06,0.524
M974HA,2020-01-07,0.536
M974HA,2020-01-08,0.409
M974HA,2020-01-09,0.33
M974HA,2020-01-10,0.546
M974HA,2020-01-11,0.453
M974HA,2020-01-12,0.423
M974HA,2021-01-01,1.127
M974HA,2021-01-02,0.289
M974HA,2021-01-03,0.368
M974HA,2021-01-04,0.4
M974HA,2021-01-05,0.474
M974HA,2021-01-06,0.385
M974HA,2021-01-07,0.537
M974HA,2021-01-08,0.648
M974HA,2021-01-09,0.437
M974HA,2021-01-10,0.214
M974HA,2021-01-11,0.699
M974HA,2021-01-12,0.827
M974HA,2022-01-01,0
M974HA,2022-01-02,0
M974HA,2022-01-03,0
M974HA,2022-01-04,0
M974HA,2022-01-05,0
M974HA,2022-01-06,0
M974HA,2022-01-07,0
M974HA,2022-01-08,0
N082BJ,2019-01-12,0.388
N082BJ,2020-01-01,0.448
N082BJ,2020-01-02,1.767
N082BJ,2020-01-03,1.708
N082BJ,2020-01-04,3.939
N082BJ,2020-01-05,4.613
N082BJ,2020-01-06,3.02
N082BJ,2020-01-07,3.188
N082BJ,2020-01-08,3.473
N082BJ,2020-01-09,2.653
N082BJ,2020-01-10,2.588
N082BJ,2020-01-11,0.868
N082BJ,2020-01-12,0.657
N082BJ,2021-01-01,1.416
N082BJ,2021-01-02,2.515
N082BJ,2021-01-03,1.4
N082BJ,2021-01-04,2.611
N082BJ,2021-01-05,2.639
N082BJ,2021-01-06,2.836
N082BJ,2021-01-07,2.435
N082BJ,2021-01-08,2.87
N082BJ,2021-01-09,2.744
N082BJ,2021-01-10,2.119
N082BJ,2021-01-11,2.038
N082BJ,2021-01-12,2.296
N082BJ,2022-01-01,2.193
N082BJ,2022-01-02,2.18
N082BJ,2022-01-03,2.027
N082BJ,2022-01-04,2.107
N082BJ,2022-01-05,2.671
N082BJ,2022-01-06,2.509
N082BJ,2022-01-07,2.743
N082BJ,2022-01-08,2.482
N473RB,2022-01-07,0.042
N473RB,2022-01-08,0.043
N473RB,2022-02-06,1.117
N473RB,25/05/2022,0
R162EL,2020-01-01,2.333
R162EL,2020-01-02,2.171
R162EL,2020-01-03,2.21
R162EL,2020-01-04,2.431
R162EL,2020-01-05,2.225
R162EL,2020-01-06,2.287
R162EL,2020-01-07,2.276
R162EL,2020-01-08,2.553
R162EL,2020-01-09,3.086
R162EL,2020-01-10,2.969
R162EL,2020-01-11,2.365
R162EL,2020-01-12,2.415
R162EL,2021-01-01,1.757
R162EL,2021-01-02,1.623
R162EL,2021-01-03,1.161
R162EL,2021-01-04,1.481
R162EL,2021-01-05,1.644
R162EL,2021-01-06,2.677
R162EL,2021-01-07,2.782
R162EL,2021-01-08,1.59
R162EL,2021-01-09,1.922
R162EL,2021-01-10,1.778
R162EL,2021-01-11,1.825
R162EL,2021-01-12,2.007
R162EL,2022-01-01,1.796
R162EL,2022-01-02,2.048
R162EL,2022-01-03,1.751
R162EL,2022-01-04,1.538
R162EL,2022-01-05,1.751
R162EL,2022-01-06,2.182
R162EL,2022-01-07,2.896
R162EL,2022-01-08,2.012
W300HM,2019-01-12,1.152
W300HM,2020-01-01,1.065
W300HM,2020-01-02,1.616
W300HM,2020-01-03,2.173
W300HM,2020-01-04,2.211
W300HM,2020-01-05,2.748
W300HM,2020-01-06,2.3
W300HM,2020-01-07,2.682
W300HM,2020-01-08,2.619
W300HM,2020-01-09,2.49
W300HM,2020-01-10,2.105
W300HM,2020-01-11,1.338
W300HM,2020-01-12,1.245
W300HM,2021-01-01,1.98
W300HM,2021-01-02,2.083
W300HM,2021-01-03,1.896
W300HM,2021-01-04,2.356
W300HM,2021-01-05,2.516
W300HM,2021-01-06,2.408
W300HM,2021-01-07,2.381
W300HM,2021-01-08,2.233
W300HM,2021-01-09,1.941
W300HM,2021-01-10,2.047
W300HM,2021-01-11,1.461
W300HM,2021-01-12,1.681
W300HM,2022-01-01,2.339
W300HM,2022-01-02,2.694
W300HM,2022-01-03,1.641
W300HM,2022-01-04,2.418
W300HM,2022-01-05,3.573
W300HM,2022-01-06,3.164
W300HM,2022-01-07,3.184
W300HM,2022-01-08,3.298
X750VT,2020-01-09,2.842
X750VT,2020-01-10,1.702
X750VT,2020-01-11,1.542
X750VT,2020-01-12,1.792
X750VT,2021-01-01,1.62
X750VT,2021-01-02,1.877
X750VT,2021-01-03,1.572
X750VT,2021-01-04,1.569
X750VT,2021-01-05,1.746
X750VT,2021-01-06,2.656
X750VT,2021-01-07,2.61
X750VT,2021-01-08,2.471
X750VT,2021-01-09,1.86
X750VT,2021-01-10,1.612
X750VT,2021-01-11,0.912
X750VT,2021-01-12,1.426
X750VT,2022-01-01,1.784
X750VT,2022-01-02,1.426
X750VT,2022-01-03,1.295
X750VT,2022-01-04,1.954
X750VT,2022-01-05,2.954
X750VT,2022-01-06,1.984
X750VT,2022-01-07,2.734
X750VT,2022-01-08,1.936
X750VT,25/08/2020,1.806
